"crypto_fullname","crypto_nrc","gender","programme_as_admitted","school_abbr","school"
"7d824975","e7d641a3","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"c3bead69","b75ce5dc","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"65228020","9e91d2f7","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"d41d2d1a","d29ff434","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"d82fa3d1","ba21e740","F","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"d82fa3d1","ba21e740","F","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"de505a60","c14d5b94","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"de505a60","c14d5b94","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"241a753a","50d4cba8","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"45725dcc","286c6d0d","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"b8217a5a","8b886c25","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"058b9770","514f36a3","M","BACHELOR OF SCIENCE IN PHYSIOTHERAPY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"38ee8916","7f6fbc7b","F","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"711053a2","e1ba8237","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"a35adc14","2998d553","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"a35adc14","2998d553","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"7d165b62","058909bc","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"dbe6693e","60128f8c","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"bc7a116b","d7f6fbb4","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"3d872b16","fdb454f5","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"56e63301","2fb2a29a","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"3029d7b7","d32e6593","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"f9cab69a","f69cbe58","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"3b5c9804","a2ddc057","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"51b12792","d064e1c8","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"594b2190","bc0a8d0b","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"8f657493","62b6de2f","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"d4e2f60c","10eda5dd","F","DIPLOMA IN DEFENCE AND SECURITY STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"020df610","6ec2ee58","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"f69c7e3e","2a403616","M","DIPLOMA IN DEFENCE AND SECURITY STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"2642c2ab","a0ef98ea","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"eb4e9732","2a5b46cd","M","DIPLOMA IN DEFENCE AND SECURITY STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"78dc66ac","f098e67a","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"c3d058ab","ce75e65c","M","DIPLOMA IN DEFENCE AND SECURITY STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"614c8886","cf893c43","M","DIPLOMA IN DEFENCE AND SECURITY STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"44b26664","a8602168","M","DIPLOMA IN DEFENCE AND SECURITY STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"3e4fc5ff","5a5aac10","M","DIPLOMA IN DEFENCE AND SECURITY STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"5f0c4a28","cd9beed9","M","DIPLOMA IN DEFENCE AND SECURITY STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"47875b18","3941479c","M","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"23c8a966","b051fc8e","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"377979eb","f9e7db6a","M","DIPLOMA IN DEFENCE AND SECURITY STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"f1a78ade","9771bb93","F","DIPLOMA IN DEFENCE AND SECURITY STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"7048d3e7","42762224","M","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"3fda4d62","b632d28f","M","DIPLOMA IN DEFENCE AND SECURITY STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"0e9749f1","94451376","F","DIPLOMA IN DEFENCE AND SECURITY STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"a3f6b66d","63c2dea8","F","BACHELOR OF SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"4a106f5e","b61638c0","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"36609b5d","66ff5024","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"e33e288c","bd8cf3fb","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"4cae81e0","698f03f7","F","BACHELOR OF VETERINARY - VET","Vet. Med.","SCHOOL OF VETERINARY MEDICINE"
"ba2ce8c2","41eb4afe","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"cbcb2df4","57a1d164","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"cbcb2df4","57a1d164","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"cbcb2df4","57a1d164","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"a97920fa","5285b007","F","DIPLOMA IN DEFENCE AND SECURITY STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"4532895f","0832b010","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"cd3803e9","96c84a47","M","BACHELOR OF EDUCATION(EDUCATIONAL ADMINISTRATION AND MANAGEMENT)","Education","SCHOOL OF EDUCATION"
"e90bec28","716c08c1","M","DIPLOMA IN DEFENCE AND SECURITY STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"226cb3a4","693e715d","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"226cb3a4","693e715d","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"226cb3a4","693e715d","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"4dabb5fb","0dc91454","M","DIPLOMA IN DEFENCE AND SECURITY STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"0d433895","60da9ad5","F","BACHELOR OF PUBLIC RELATIONS AND ADVERTISING","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"a6f15216","87a27b7a","M","DIPLOMA IN DEFENCE AND SECURITY STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"743a769c","587e05c2","M","DIPLOMA IN DEFENCE AND SECURITY STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"7a493fe4","0b868412","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"01a70859","6184aaac","M","DIPLOMA IN DEFENCE AND SECURITY STUDIES","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"7e34b910","c527549a","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"5681d92b","2a99c3f9","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"518b127f","c734a379","F","BACHELOR OF SCIENCE - PH","Pub. Health","SCHOOL OF PUBLIC HEALTH"
"dbfd6f11","b1469f54","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"ae0b54b6","06d079e5","F","BACHELOR OF SCIENCE IN MIDWIFERY","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"4e4b0b1c","813dfa7b","F","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"1fa9ea5a","cca4a293","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"c687ed16","3141d3ab","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"029d4cec","0cab6d9b","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"669b5de3","a3b6cfeb","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"19465e9c","858834c3","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"8acfd0b9","a8d2ad14","F","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"03557fac","f1a6701d","M","BACHELOR OF SCIENCE - PH","Pub. Health","SCHOOL OF PUBLIC HEALTH"
"620bedd6","9739f1b4","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"2e77e2b6","716c08c1","F","BACHELOR OF VETERINARY - VET","Vet. Med.","SCHOOL OF VETERINARY MEDICINE"
"a9ecdeab","0036edbd","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"ac7eb3f1","936728bc","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"742073cd","840f312d","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"1d097ba3","7f91644f","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"2fcb4d98","ce465961","F","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"8582ec2f","60f22180","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"176ca98d","ab9668de","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"2806c176","36fc1eae","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"b5a162ae","88bfee3a","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"c0af59e7","6f9cca98","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"e30b4c25","487904c7","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"957aca8b","0abc8174","F","BACHELOR OF SOCIAL WORK","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"0a77b64b","148f0835","F","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"359c780f","12cd48c4","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"6355a6e6","3b8db541","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"65b1413f","3007a12c","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"8291bc2e","c0a29f67","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"da6a73e3","6befc65a","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"42c94be5","ceaaa124","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"6eba504e","e6ec7926","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"766ed891","5db7bc72","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"5b644bea","ef704321","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"be4f5d69","ae521020","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"737ccee6","7070c6f1","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"d6c4345e","9ff215e2","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"837fb33f","56814768","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"c0daa178","feee6bc3","M","BACHELOR OF INFORMATION AND COMMUNICATION TECHNOLOGIES WITH EDUCATION (B.ICTs.Ed)","Education","SCHOOL OF EDUCATION"
"50d3c740","4e6a6847","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"a7a3c0ed","09f59b97","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"9f9a3822","e04accfe","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"139ecf6e","1c037a55","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"dd3c74e8","b2adb145","F","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"658dbd5e","7593c65b","M","BACHELOR OF ENGINEERING - MINES","Mines","SCHOOL OF MINES"
"cfc128fb","50475af8","F","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"03bdf6f7","93c4ebb3","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"53223fba","9919a82c","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"ef7b7913","8f9d2644","F","BACHELOR OF SCIENCE IN RADIOGRAPHY (DIAGNOSTICS/THERAPEUTIC)","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"b8e799fe","1cc73222","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"f8591e3e","ea3e1868","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"f8591e3e","ea3e1868","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"627e6913","afeaa9af","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"627e6913","afeaa9af","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"3a589a40","716c08c1","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"8dfebc62","2af226e2","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"d687e24a","67d3702d","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"d0c3d59c","077de28e","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"401f36a8","7392cebd","F","BACHELOR OF SCIENCE AGRICULTURAL ECONOMICS","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"22dbf238","877c2f48","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"a804e37a","9f172c96","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"61502bc9","dde87f4b","M","BACHELOR OF VETERINARY - VET","Vet. Med.","SCHOOL OF VETERINARY MEDICINE"
"8cf329c4","981112e0","F","BACHELOR OF VETERINARY - VET","Vet. Med.","SCHOOL OF VETERINARY MEDICINE"
"31fb3efb","59d98a84","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"102eb638","6210f331","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"54a55932","dd20fd1c","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"3765fa17","40414726","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"a467b59d","a4eb005e","F","BACHELOR OF VETERINARY - VET","Vet. Med.","SCHOOL OF VETERINARY MEDICINE"
"912cc1d7","77529bfa","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"30df0401","d2b0554f","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"0aa3ebae","64348a20","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"674c966e","cfe12af0","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"6da793ab","9ca44376","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"9cf45286","82894605","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"b8a28498","58d0c488","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"7742a5d5","72e533e7","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"afc0d98b","b4e0bff6","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"5480e920","53f248f6","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"292bc189","1cb4a63e","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"2f114322","a77defe8","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"ddac76a1","a9a82b10","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"e6eb0298","229976f0","M","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"5fb91b6f","9d4b3141","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"52e9035a","9604c5ad","M","BACHELOR OF SCIENCE - PH","Pub. Health","SCHOOL OF PUBLIC HEALTH"
"44ca72cb","1b5c7ac3","F","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"44ebb9bb","2ded33c9","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"f5cd751b","45871be5","F","BACHELOR OF BUSINESS ADMINISTRATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"9f92d88e","dcf6181f","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"7878a028","7098179d","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"323abe24","5c2ba112","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"b186d73f","d1b8935e","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"d875c2a4","45cadf2c","F","BACHELOR OF ARTS IN LIBRARY AND INFORMATION SCIENCE","Education","SCHOOL OF EDUCATION"
"254d82d0","2feac550","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"4c6018c6","814766ae","F","BACHELOR OF AGRICULTURAL SCIENCES","Agric. Sc","SCHOOL OF AGRICULTURAL SCIENCES"
"8a2a7ec0","b9cc8a5c","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"e211024d","1325621c","F","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"66f6f7dd","3bca60ed","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"3116a375","7b2e18f0","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"0061c906","5dd6466e","M","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"8bae293b","9c164b29","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"e95269ea","ee6e4b64","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"6eb6a700","9c49cbb7","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"3b797643","05fe8254","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"3b797643","05fe8254","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"95fb2c15","80c3d3fb","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"95fb2c15","80c3d3fb","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"c0d282de","458702ff","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"0a5fe778","c0c328fc","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"2214f14f","e33cbdc1","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"64ee786c","242da5e2","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"0b4d1983","fc7faffa","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"5f243a9f","cce36fb8","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"f123d399","30754603","M","BACHELOR OF COMPUTER SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"5371e46a","570950ba","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"ba18802b","c576277e","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"d6a8e754","2ed42875","M","BACHELOR OF INFORMATION AND COMMUNICATION TECHNOLOGIES WITH EDUCATION (B.ICTs.Ed)","Education","SCHOOL OF EDUCATION"
"76f88972","f7557186","F","BACHELOR OF MASS COMMUNICATION","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"6fb84706","7041d8c4","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"39ebdfeb","364b465d","M","BACHELOR OF LAWS","Law","SCHOOL OF LAW"
"94fd1452","9010bec9","M","BACHELOR OF SCIENCE","NS","SCHOOL OF NATURAL SCIENCES"
"975a9eee","0062b3d4","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"975a9eee","0062b3d4","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"975a9eee","0062b3d4","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"85747c71","c8897820","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"4a2b0c3e","a5fd94ad","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"f4a57529","31947b3e","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"f4a57529","31947b3e","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"ce2d9e6b","b4b19ae4","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"7189a42d","da456b9b","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"44af89ed","bfc56c73","M","BACHELOR OF SCIENCE IN BIOMEDICAL SCIENCES","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"5955811a","673953c4","M","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"189acb7c","04670eaf","F","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"1708ec73","caddb2e5","F","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"ad89d29d","ee206f84","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"ad89d29d","ee206f84","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"ed809234","2067902f","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"125730f0","2581dd4e","F","BACHELOR OF SCIENCE IN NURSING","Nursing Sc.","SCHOOL OF NURSING SCIENCES"
"0ab7e459","642aa93b","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"da406d14","68b0c659","M","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
"d2f921a6","9d05e49a","F","BACHELOR OF PHARMACY","Health Sc.","SCHOOL OF HEALTH SCIENCES"
"ca5fc923","8117c79e","M","BACHELOR OF ARTS","HSS","SCHOOL OF HUMANITIES AND SOCIAL SCIENCES"
"8d96c18a","0e836f33","M","BACHELOR OF ENGINEERING","Engineering","SCHOOL OF ENGINEERING"
"03af5916","5ee262c9","F","BACHELOR OF MEDICINE AND BACHELOR OF SURGERY","Human Med.","SCHOOL OF MEDICINE"
